Network,Demand,Goodwill,Backlog,Num_Seeds,Oracle_Profit_Mean,Oracle_Profit_Std,Oracle_Profit_Min,Oracle_Profit_Max,Oracle_FillRate_Mean,Oracle_FillRate_Std,Oracle_FillRate_Min,Oracle_FillRate_Max,Oracle_AvgInv_Mean,Oracle_AvgInv_Std,Oracle_AvgInv_Min,Oracle_AvgInv_Max,Oracle_Unfulfilled_Mean,Oracle_Unfulfilled_Std,Oracle_Unfulfilled_Min,Oracle_Unfulfilled_Max,Oracle_AvgBacklog_Mean,Oracle_AvgBacklog_Std,Oracle_AvgBacklog_Min,Oracle_AvgBacklog_Max,Oracle_FinalSentiment_Mean,Oracle_FinalSentiment_Std,Oracle_FinalSentiment_Min,Oracle_FinalSentiment_Max,Avg_SolveTime_s
serial,shock,True,True,30,1649.2370000000003,72.69468315946617,1485.93,1757.6800000000003,0.9981860104716538,0.003984359643101079,0.9867549668874173,1.0,114.36555555555553,8.93010099067775,103.66666666666667,140.36666666666667,1.8333333333333333,4.043584389207634,0.0,14.0,0.06111111111111111,0.13478614630692115,0.0,0.4666666666666667,1.305435475295472,0.05913066603295868,1.1891618702084263,1.334503876567234,0.16223604679107667
serial,stationary,False,False,30,1030.1556666666665,44.01229943168576,927.28,1115.82,0.9995820271682341,0.002289331483825137,0.987460815047022,1.0,88.35888888888887,7.979637319432551,76.13333333333334,107.73333333333333,0.26666666666666666,1.4605934866804429,0.0,8.0,0.008888888888888889,0.04868644955601477,0.0,0.26666666666666666,1.0,0.0,1.0,1.0,0.40949391523996986
serial,stationary,False,True,30,1030.5520000000001,44.53727941770842,927.28,1115.82,0.9995820271682341,0.002289331483825137,0.987460815047022,1.0,88.29999999999998,8.078873636449359,74.36666666666666,107.73333333333333,0.26666666666666666,1.4605934866804429,0.0,8.0,0.008888888888888889,0.04868644955601477,0.0,0.26666666666666666,1.0,0.0,1.0,1.0,0.6349642197291057
serial,stationary,True,False,30,1141.706,50.003909060985514,1031.3600000000001,1226.61,0.9972828494072485,0.005959353057082051,0.9802816901408451,1.0,90.53666666666668,6.971300499285696,80.5,109.63333333333334,1.8333333333333333,4.043584389207634,0.0,14.0,0.06111111111111111,0.13478614630692115,0.0,0.4666666666666667,1.305435475295472,0.05913066603295868,1.1891618702084263,1.334503876567234,1.1087822755177816
serial,stationary,True,True,30,1144.4143333333334,47.070437657455095,1044.5900000000001,1226.61,0.9972828494072485,0.005959353057082051,0.9802816901408451,1.0,90.18666666666667,6.67215636043433,80.5,108.13333333333334,1.8333333333333333,4.043584389207634,0.0,14.0,0.06111111111111111,0.13478614630692115,0.0,0.4666666666666667,1.305435475295472,0.05913066603295868,1.1891618702084263,1.334503876567234,0.5557233572006226
serial,trend,False,False,30,1618.4226666666664,43.179231352930415,1513.97,1689.1400000000003,0.9842894282331898,0.013915713641258438,0.9507892293407614,1.0,93.88111111111111,3.42682323687802,87.66666666666667,103.76666666666667,16.433333333333334,14.773422859598442,0.0,53.0,0.5477777777777778,0.4924474286532814,0.0,1.7666666666666666,1.0,0.0,1.0,1.0,0.18678425153096517
serial,trend,False,True,30,1642.088666666667,51.43772523616561,1515.4299999999998,1738.0300000000002,0.982036331453486,0.018065973594557014,0.9350046425255338,1.0,91.99666666666666,4.652328959882121,82.86666666666666,103.76666666666667,18.8,19.122833435991897,0.0,70.0,0.6266666666666667,0.63742778119973,0.0,2.3333333333333335,1.0,0.0,1.0,1.0,0.33142186800638834
serial,trend,True,False,30,1544.776666666667,158.76473110763035,1158.6999999999998,1873.48,0.9777168912984743,0.01420840691121792,0.9444444444444444,1.0,144.79111111111112,18.17392332833824,103.53333333333333,182.36666666666667,23.566666666666666,14.815377224318338,0.0,59.0,0.7855555555555556,0.49384590747727797,0.0,1.9666666666666666,1.1388822651723376,0.08860521891142145,0.9442418536112391,1.334503876567234,0.13842674891153972
serial,trend,True,True,30,1571.0656666666666,157.0649100758232,1174.13,1873.48,0.9737099091811686,0.019789431060232548,0.9218455743879472,1.0,143.81111111111113,19.21319456691562,103.53333333333333,190.3,27.6,20.41230190266441,0.0,83.0,0.9199999999999999,0.6804100634221472,0.0,2.7666666666666666,1.1350353539168843,0.09447471980031506,0.9442418536112391,1.334503876567234,0.15320046742757162
serial,trend+seasonal,False,False,30,1416.3080000000002,39.766534483502426,1348.2399999999998,1502.0,0.9072724886585805,0.019318023759852036,0.872173058013766,0.9546460176991151,73.73888888888888,1.9027522581279432,69.8,77.3,89.4,20.61736797142073,41.0,130.0,2.9799999999999995,0.6872455990473578,1.3666666666666667,4.333333333333333,1.0,0.0,1.0,1.0,0.13713968594868978
