Network,Demand,Goodwill,Backlog,Seed,Oracle_Profit,Oracle_FillRate,Oracle_AvgInv,Oracle_Unfulfilled,Oracle_AvgBacklog,Oracle_FinalSentiment,Oracle_SolveTime_s
base,shock,True,True,48,1624.2640000000001,0.9897435897435898,481.0,10.0,0.3333333333333333,1.1891618702084263,0.2621009349822998
base,shock,True,True,49,1355.8970000000002,0.9557109557109558,498.1,38.0,1.2666666666666666,0.9442418536112391,0.3564479351043701
base,shock,True,True,50,1696.25,0.997029702970297,476.0,3.0,0.1,1.1891618702084263,0.33763813972473145
base,shock,True,True,51,1679.9850000000001,0.987012987012987,474.9,13.0,0.43333333333333335,1.1891618702084263,0.42001819610595703
base,shock,True,True,52,1614.4,0.9886714727085479,487.96666666666664,11.0,0.36666666666666664,1.1891618702084263,0.28110194206237793
base,shock,True,True,53,1588.1329999999998,0.9802083333333333,488.3666666666667,19.0,0.6333333333333333,1.1891618702084263,0.399075984954834
base,shock,True,True,54,1715.648,1.0,498.6,0.0,0.0,1.334503876567234,0.41144299507141113
base,shock,True,True,55,1743.397,1.0,498.8666666666667,0.0,0.0,1.334503876567234,0.46739912033081055
base,shock,True,True,56,1700.7689999999998,0.9841897233201581,475.03333333333336,16.0,0.5333333333333333,1.1891618702084263,0.30651187896728516
base,shock,True,True,57,1653.951,0.993933265925177,479.43333333333334,6.0,0.2,1.1891618702084263,0.3338749408721924
base,shock,True,True,58,1693.4179999999997,0.9990079365079365,481.73333333333335,1.0,0.03333333333333333,1.1891618702084263,0.34207725524902344
base,shock,True,True,59,1756.716,1.0,488.2,0.0,0.0,1.334503876567234,0.3267226219177246
base,shock,True,True,60,1730.8460000000002,1.0,486.8,0.0,0.0,1.334503876567234,0.3152329921722412
base,shock,True,True,61,1788.769,1.0,480.53333333333336,0.0,0.0,1.334503876567234,0.29124975204467773
base,shock,True,True,62,1739.25,0.9825242718446602,464.76666666666665,18.0,0.6,1.1891618702084263,0.2727940082550049
base,shock,True,True,63,1781.9879999999998,1.0,484.43333333333334,0.0,0.0,1.334503876567234,0.2608671188354492
base,shock,True,True,64,1583.392,0.9417879417879418,476.43333333333334,56.0,1.8666666666666667,1.0596491912748354,0.21515703201293945
base,shock,True,True,65,1426.944,0.9841986455981941,514.1,14.0,0.4666666666666667,1.0596491912748354,0.31458497047424316
base,shock,True,True,66,1807.7839999999997,1.0,482.3666666666667,0.0,0.0,1.334503876567234,0.2633967399597168
base,shock,True,True,67,1679.411,1.0,493.6666666666667,0.0,0.0,1.334503876567234,0.21235990524291992
base,shock,True,True,68,1785.8609999999999,1.0,477.8333333333333,0.0,0.0,1.334503876567234,0.2541182041168213
base,shock,True,True,69,1542.938,0.9362380446333688,477.6333333333333,60.0,2.0,1.0596491912748354,0.24903392791748047
base,shock,True,True,70,1775.814,1.0,487.6,0.0,0.0,1.334503876567234,0.24264287948608398
base,shock,True,True,71,1557.535,0.9726027397260274,483.96666666666664,26.0,0.8666666666666667,1.0596491912748354,0.2592000961303711
base,shock,True,False,42,1622.789,0.9798994974874372,488.3,20.0,0.6666666666666666,1.1891618702084263,0.3168978691101074
base,shock,True,False,43,1783.8780000000002,1.0,478.9,0.0,0.0,1.334503876567234,1.0613009929656982
base,shock,True,False,44,1621.4099999999999,0.9888438133874239,487.7,11.0,0.36666666666666664,1.1891618702084263,0.32344818115234375
base,shock,True,False,45,1582.3250000000003,0.984552008238929,494.3333333333333,15.0,0.5,1.1891618702084263,0.32304811477661133
base,shock,True,False,46,1285.588,0.9649532710280374,531.9333333333333,30.0,1.0,0.9442418536112392,0.2635319232940674
base,shock,True,False,47,1362.167,0.9513812154696133,508.6666666666667,44.0,1.4666666666666666,0.9442418536112391,0.271359920501709
base,shock,True,False,48,1602.304,0.9897435897435898,486.3333333333333,10.0,0.3333333333333333,1.1891618702084263,0.29883885383605957
base,shock,True,False,49,1312.289,0.9731934731934732,511.0,23.0,0.7666666666666667,0.9442418536112391,0.2985060214996338
base,shock,True,False,50,1689.665,0.997029702970297,477.6,3.0,0.1,1.1891618702084263,0.32549595832824707
base,shock,True,False,51,1651.438,0.987012987012987,481.8333333333333,13.0,0.43333333333333335,1.1891618702084263,0.32497572898864746
base,shock,True,False,52,1590.222,0.9886714727085479,493.8333333333333,11.0,0.36666666666666664,1.1891618702084263,0.35333991050720215
base,shock,True,False,53,1546.371,0.9802083333333333,498.5,19.0,0.6333333333333333,1.1891618702084263,0.5565099716186523
base,shock,True,False,54,1715.648,1.0,498.6,0.0,0.0,1.334503876567234,0.4552619457244873
base,shock,True,False,55,1743.397,1.0,498.8666666666667,0.0,0.0,1.334503876567234,0.570742130279541
base,shock,True,False,56,1665.6490000000003,0.9841897233201581,483.56666666666666,16.0,0.5333333333333333,1.1891618702084263,0.3242459297180176
base,shock,True,False,57,1640.775,0.993933265925177,482.6333333333333,6.0,0.2,1.1891618702084263,0.31652212142944336
base,shock,True,False,58,1691.223,0.9990079365079365,482.26666666666665,1.0,0.03333333333333333,1.1891618702084263,0.3599710464477539
base,shock,True,False,59,1756.716,1.0,488.2,0.0,0.0,1.334503876567234,0.3499588966369629
base,shock,True,False,60,1730.8460000000002,1.0,486.8,0.0,0.0,1.334503876567234,0.3276669979095459
base,shock,True,False,61,1788.769,1.0,480.53333333333336,0.0,0.0,1.334503876567234,0.31044673919677734
base,shock,True,False,62,1699.7400000000002,0.9825242718446602,474.3666666666667,18.0,0.6,1.1891618702084263,0.3072929382324219
base,shock,True,False,63,1781.9879999999998,1.0,484.43333333333334,0.0,0.0,1.334503876567234,0.3142709732055664
base,shock,True,False,64,1495.4669999999999,0.9573804573804574,498.3666666666667,41.0,1.3666666666666667,1.0596491912748354,0.35486817359924316
base,shock,True,False,65,1394.174,0.9841986455981941,520.6666666666666,14.0,0.4666666666666667,1.0596491912748354,0.2680797576904297
base,shock,True,False,66,1807.7839999999997,1.0,482.3666666666667,0.0,0.0,1.334503876567234,0.3121070861816406
base,shock,True,False,67,1679.411,1.0,493.6666666666667,0.0,0.0,1.334503876567234,0.35872912406921387
base,shock,True,False,68,1785.8609999999999,1.0,477.8333333333333,0.0,0.0,1.334503876567234,0.3439657688140869
base,shock,True,False,69,1457.651,0.9574920297555791,499.03333333333336,40.0,1.3333333333333333,1.0596491912748354,0.3364741802215576
base,shock,True,False,70,1775.814,1.0,487.6,0.0,0.0,1.334503876567234,0.3532898426055908
base,shock,True,False,71,1510.2149999999997,0.9768177028451,495.76666666666665,22.0,0.7333333333333333,1.0596491912748354,0.6550910472869873
base,trend+seasonal,False,True,42,1540.074,0.08246346555323592,423.5,879.0,29.3,1.0,0.30722618103027344
base,trend+seasonal,False,True,43,1477.761,0.294885745375408,442.7,648.0,21.6,1.0,0.4372141361236572
base,trend+seasonal,False,True,44,1550.7440000000001,0.2554973821989529,421.3333333333333,711.0,23.7,1.0,0.3459930419921875
base,trend+seasonal,False,True,45,1549.3909999999998,0.11030176899063471,421.26666666666665,855.0,28.5,1.0,0.3379998207092285
base,trend+seasonal,False,True,46,1513.7090000000003,0.04228329809725162,423.73333333333335,906.0,30.2,1.0,0.3812069892883301
base,trend+seasonal,False,True,47,1694.216,0.0,388.76666666666665,1156.0,38.53333333333333,1.0,0.35241103172302246
base,trend+seasonal,False,True,48,1569.2310000000002,0.12989690721649483,417.6,844.0,28.133333333333333,1.0,0.34270215034484863
base,trend+seasonal,False,True,49,1545.8700000000003,0.004153686396677014,412.43333333333334,959.0,31.966666666666665,1.0,0.28556108474731445
base,trend+seasonal,False,True,50,1596.0240000000001,0.25740551583248217,423.26666666666665,727.0,24.233333333333334,1.0,0.41451191902160645
base,trend+seasonal,False,True,51,1586.81,0.1010204081632653,416.96666666666664,881.0,29.366666666666667,1.0,0.6563289165496826
base,trend+seasonal,False,True,52,1539.98,0.12238493723849375,423.03333333333336,839.0,27.966666666666665,1.0,1.2616829872131348
base,trend+seasonal,False,True,53,1595.309,0.0851926977687627,417.9,902.0,30.066666666666666,1.0,0.49466395378112793
base,trend+seasonal,False,True,54,1448.3339999999998,0.4328523862375139,457.7,511.0,17.033333333333335,1.0,0.4652552604675293
base,trend+seasonal,False,True,55,1459.328,0.49668141592920356,459.8,455.0,15.166666666666666,1.0,0.3256709575653076
base,trend+seasonal,False,True,56,1628.228,0.1583166332665331,412.43333333333334,840.0,28.0,1.0,0.35303401947021484
base,trend+seasonal,False,True,57,1563.8310000000001,0.21680497925311204,424.6333333333333,755.0,25.166666666666668,1.0,0.28287482261657715
base,trend+seasonal,False,True,58,1588.655,0.0926680244399185,417.76666666666665,891.0,29.7,1.0,0.3083841800689697
base,trend+seasonal,False,True,59,1472.11,0.3617486338797814,450.0,584.0,19.466666666666665,1.0,0.2980647087097168
base,trend+seasonal,False,True,60,1482.139,0.2502708559046587,440.53333333333336,692.0,23.066666666666666,1.0,0.30498218536376953
base,trend+seasonal,False,True,61,1538.1320000000003,0.1677148846960168,428.73333333333335,794.0,26.466666666666665,1.0,0.6387519836425781
base,trend+seasonal,False,True,62,1627.761,0.07192807192807193,406.06666666666666,929.0,30.966666666666665,1.0,0.5652389526367188
base,trend+seasonal,False,True,63,1527.4830000000002,0.32661717921527045,438.46666666666664,635.0,21.166666666666668,1.0,0.2699012756347656
base,trend+seasonal,False,True,64,1696.8399999999997,0.0,391.9,1095.0,36.5,1.0,0.27295517921447754
base,trend+seasonal,False,True,65,1482.842,0.1594827586206896,439.6333333333333,780.0,26.0,1.0,0.2563669681549072
base,trend+seasonal,False,True,66,1531.9289999999999,0.3626723223753977,437.6666666666667,601.0,20.033333333333335,1.0,0.3704540729522705
base,trend+seasonal,False,True,67,1425.8100000000002,0.32026875699888013,452.43333333333334,607.0,20.233333333333334,1.0,0.3935668468475342
base,trend+seasonal,False,True,68,1529.2920000000004,0.2420718816067653,430.46666666666664,717.0,23.9,1.0,0.29654908180236816
base,trend+seasonal,False,True,69,1640.542,0.0,394.3,1170.0,39.0,1.0,0.24615812301635742
base,trend+seasonal,False,True,70,1508.036,0.337620578778135,443.53333333333336,618.0,20.6,1.0,0.25632214546203613
base,trend+seasonal,False,True,71,1615.1350000000002,0.1278952668680765,412.56666666666666,866.0,28.866666666666667,1.0,0.29835009574890137
base,trend+seasonal,False,False,42,1130.6239999999998,0.7734864300626305,534.3666666666667,217.0,7.233333333333333,1.0,0.3274998664855957
base,trend+seasonal,False,False,43,1139.3289999999997,0.808487486398259,533.4666666666667,176.0,5.866666666666666,1.0,0.43213915824890137
base,trend+seasonal,False,False,44,1177.399,0.7968586387434555,520.3,194.0,6.466666666666667,1.0,0.269489049911499
base,trend+seasonal,False,False,45,1144.708,0.777315296566077,529.8333333333334,214.0,7.133333333333334,1.0,0.2990431785583496
base,trend+seasonal,False,False,46,1085.982,0.7610993657505285,539.0,226.0,7.533333333333333,1.0,0.35375094413757324
base,trend+seasonal,False,False,47,1209.8619999999999,0.7485604606525912,519.3666666666667,262.0,8.733333333333333,1.0,0.3224489688873291
base,trend+seasonal,False,False,48,1168.926,0.7814432989690722,525.6,212.0,7.066666666666666,1.0,0.25925517082214355
base,trend+seasonal,False,False,49,1118.296,0.7622014537902388,530.4333333333333,229.0,7.633333333333334,1.0,0.24417996406555176
base,trend+seasonal,False,False,50,1217.1129999999998,0.7987742594484167,523.4666666666667,197.0,6.566666666666666,1.0,0.2475588321685791
base,trend+seasonal,False,False,51,1198.482,0.7877551020408163,522.8333333333334,208.0,6.933333333333334,1.0,0.2366330623626709
base,trend+seasonal,False,False,52,1135.912,0.7771966527196652,531.5666666666667,213.0,7.1,1.0,0.22363901138305664
base,trend+seasonal,False,False,53,1165.589,0.7697768762677485,532.8,227.0,7.566666666666666,1.0,0.288707971572876
base,trend+seasonal,False,False,54,1146.8740000000003,0.8290788013318535,538.3,154.0,5.133333333333334,1.0,0.3548440933227539
base,trend+seasonal,False,False,55,1168.198,0.8373893805309734,536.4666666666667,147.0,4.9,1.0,0.29008007049560547
base,trend+seasonal,False,False,56,1219.437,0.7845691382765532,521.0333333333333,215.0,7.166666666666667,1.0,0.28177428245544434
base,trend+seasonal,False,False,57,1158.1699999999998,0.7821576763485477,532.5666666666667,210.0,7.0,1.0,0.2525601387023926
base,trend+seasonal,False,False,58,1187.2619999999997,0.7820773930753564,526.4666666666667,214.0,7.133333333333334,1.0,0.21844005584716797
base,trend+seasonal,False,False,59,1115.8529999999998,0.8021857923497268,543.2333333333333,181.0,6.033333333333333,1.0,0.29805994033813477
base,trend+seasonal,False,False,60,1147.8500000000001,0.80931744312026,530.3666666666667,176.0,5.866666666666666,1.0,0.24107694625854492
base,trend+seasonal,False,False,61,1147.388,0.7851153039832285,533.0333333333333,205.0,6.833333333333333,1.0,0.22641825675964355
base,trend+seasonal,False,False,62,1221.168,0.7822177822177823,515.6,218.0,7.266666666666667,1.0,0.27690792083740234
base,trend+seasonal,False,False,63,1162.791,0.8016967126193001,534.7,187.0,6.233333333333333,1.0,0.24903512001037598
base,trend+seasonal,False,False,64,1227.151,0.7569644572526417,517.6333333333333,253.0,8.433333333333334,1.0,0.22360801696777344
base,trend+seasonal,False,False,65,1091.397,0.7790948275862069,545.5666666666667,205.0,6.833333333333333,1.0,0.24910902976989746
base,trend+seasonal,False,False,66,1193.33,0.8154825026511134,526.7333333333333,174.0,5.8,1.0,0.38220787048339844
base,trend+seasonal,False,False,67,1097.511,0.8096304591265397,541.0333333333333,170.0,5.666666666666667,1.0,0.25822997093200684
base,trend+seasonal,False,False,68,1165.936,0.7991543340380549,527.6666666666666,190.0,6.333333333333333,1.0,0.2571892738342285
base,trend+seasonal,False,False,69,1160.447,0.7433628318584071,525.5333333333333,261.0,8.7,1.0,0.312960147857666
base,trend+seasonal,False,False,70,1161.605,0.8092175777063237,534.6,178.0,5.933333333333334,1.0,0.282642126083374
base,trend+seasonal,False,False,71,1188.754,0.7744209466263847,526.1333333333333,224.0,7.466666666666667,1.0,0.38716602325439453
base,trend+seasonal,True,True,42,1021.2080000000001,0.0,477.0,857.0,28.566666666666666,0.5953437370997003,0.39032769203186035
base,trend+seasonal,True,True,43,953.963,0.08022922636103147,495.8333333333333,642.0,21.4,0.5953437370997003,0.5598621368408203
base,trend+seasonal,True,True,44,1118.5929999999998,0.036036036036036,464.6666666666667,749.0,24.966666666666665,0.6681079716341083,0.7619225978851318
base,trend+seasonal,True,True,45,1034.176,0.0,469.53333333333336,910.0,30.333333333333332,0.5953437370997003,0.3675110340118408
base,trend+seasonal,True,True,46,906.56,0.0,494.1666666666667,728.0,24.266666666666666,0.530504320187852,0.27031707763671875
base,trend+seasonal,True,True,47,1052.7060000000001,0.0,451.4,1042.0,34.733333333333334,0.530504320187852,0.27986907958984375
base,trend+seasonal,True,True,48,995.3,0.0,479.1666666666667,730.0,24.333333333333332,0.5953437370997003,0.2760920524597168
base,trend+seasonal,True,True,49,1028.308,0.0,469.3666666666667,888.0,29.6,0.5953437370997003,0.7798261642456055
base,trend+seasonal,True,True,50,1152.5190000000002,0.05415617128463479,464.26666666666665,751.0,25.033333333333335,0.6681079716341083,0.24592018127441406
base,trend+seasonal,True,True,51,1044.633,0.0,471.76666666666665,829.0,27.633333333333333,0.5953437370997003,0.26281309127807617
base,trend+seasonal,True,True,52,1000.8789999999999,0.0,481.8666666666667,769.0,25.633333333333333,0.5953437370997003,0.26062989234924316
base,trend+seasonal,True,True,53,1089.2620000000002,0.08923884514435698,475.1333333333333,694.0,23.133333333333333,0.6681079716341083,0.33117079734802246
base,trend+seasonal,True,True,54,994.5449999999998,0.24472573839662448,500.23333333333335,537.0,17.9,0.6681079716341083,0.29328489303588867
base,trend+seasonal,True,True,55,1027.631,0.34896551724137936,502.0,472.0,15.733333333333333,0.6681079716341083,0.3769078254699707
base,trend+seasonal,True,True,56,1045.492,0.0,473.56666666666666,765.0,25.5,0.5953437370997003,0.28365421295166016
base,trend+seasonal,True,True,57,1125.995,0.0822622107969152,466.3333333333333,714.0,23.8,0.6681079716341083,0.2500331401824951
base,trend+seasonal,True,True,58,1024.623,0.0,475.96666666666664,844.0,28.133333333333333,0.5953437370997003,0.23509597778320312
base,trend+seasonal,True,True,59,1096.5120000000002,0.0,474.4,783.0,26.1,0.6681079716341083,0.22965502738952637
base,trend+seasonal,True,True,60,945.6780000000001,0.07636887608069165,498.0,641.0,21.366666666666667,0.5953437370997003,0.2391831874847412
base,trend+seasonal,True,True,61,957.3459999999999,0.13552068473609125,497.3666666666667,606.0,20.2,0.5953437370997003,0.28844404220581055
base,trend+seasonal,True,True,62,1075.4810000000002,0.0,463.9,852.0,28.4,0.5953437370997003,0.3139791488647461
base,trend+seasonal,True,True,63,1128.2430000000002,0.1514762516046213,476.6333333333333,661.0,22.033333333333335,0.6681079716341083,0.3814370632171631
base,trend+seasonal,True,True,64,1135.9409999999998,0.0,451.46666666666664,965.0,32.166666666666664,0.5953437370997003,0.2612152099609375
base,trend+seasonal,True,True,65,950.069,0.0,492.96666666666664,744.0,24.8,0.5953437370997003,0.24071002006530762
base,trend+seasonal,True,True,66,1083.069,0.17328042328042326,480.3666666666667,625.0,20.833333333333332,0.6681079716341083,0.2315819263458252
base,trend+seasonal,True,True,67,997.6630000000002,0.14726507713884995,494.3666666666667,608.0,20.266666666666666,0.6681079716341083,0.2584950923919678
base,trend+seasonal,True,True,68,989.357,0.051603905160390484,487.3666666666667,680.0,22.666666666666668,0.5953437370997003,0.2279508113861084
base,trend+seasonal,True,True,69,955.3350000000002,0.0,473.06666666666666,917.0,30.566666666666666,0.530504320187852,0.22426390647888184
base,trend+seasonal,True,True,70,1069.654,0.14400000000000002,485.9,642.0,21.4,0.6681079716341083,0.2112879753112793
base,trend+seasonal,True,True,71,1078.79,0.0,464.46666666666664,826.0,27.533333333333335,0.5953437370997003,0.21109914779663086
base,trend+seasonal,True,False,42,722.755,0.743421052631579,573.3666666666667,195.0,6.5,0.6681079716341084,0.23437094688415527
base,trend+seasonal,True,False,43,755.8450000000001,0.7877551020408163,571.9,156.0,5.2,0.6681079716341084,0.2277679443359375
base,trend+seasonal,True,False,44,846.1600000000001,0.7669543773119605,555.1,189.0,6.3,0.7497656126116103,0.26677393913269043
base,trend+seasonal,True,False,45,758.569,0.7451984635083226,566.8,199.0,6.633333333333334,0.6681079716341084,0.2205948829650879
base,trend+seasonal,True,False,46,667.8239999999998,0.7652916073968705,580.3666666666667,165.0,5.5,0.5953437370997003,0.2140498161315918
base,trend+seasonal,True,False,47,754.6980000000001,0.7141104294478527,562.5,233.0,7.766666666666667,0.6681079716341084,0.28017115592956543
base,trend+seasonal,True,False,48,732.7530000000002,0.76,566.3666666666667,180.0,6.0,0.6681079716341084,0.30882906913757324
base,trend+seasonal,True,False,49,741.2860000000001,0.7387387387387387,569.4,203.0,6.766666666666667,0.6681079716341084,0.2917330265045166
base,trend+seasonal,True,False,50,879.5349999999999,0.7698795180722892,556.6333333333333,191.0,6.366666666666666,0.7497656126116103,0.30109596252441406
base,trend+seasonal,True,False,51,780.8320000000001,0.7628865979381443,562.4333333333333,184.0,6.133333333333334,0.6681079716341084,0.29430222511291504
base,trend+seasonal,True,False,52,732.658,0.7556440903054449,571.8333333333334,184.0,6.133333333333334,0.6681079716341084,0.2774341106414795
base,trend+seasonal,True,False,53,830.6959999999998,0.7694235588972431,563.3666666666667,184.0,6.133333333333334,0.7497656126116103,0.3350410461425781
base,trend+seasonal,True,False,54,802.354,0.8021390374331551,569.5333333333333,148.0,4.933333333333334,0.7497656126116103,0.2920551300048828
base,trend+seasonal,True,False,55,835.271,0.8150594451783355,568.9666666666667,140.0,4.666666666666667,0.7497656126116103,0.29968905448913574
base,trend+seasonal,True,False,56,800.427,0.7629911280101394,562.7666666666667,187.0,6.233333333333333,0.6681079716341084,0.3334493637084961
base,trend+seasonal,True,False,57,783.3409999999999,0.7596401028277635,563.7666666666667,187.0,6.233333333333333,0.6681079716341083,0.27872514724731445
base,trend+seasonal,True,False,58,761.546,0.7512886597938144,567.8666666666667,193.0,6.433333333333334,0.6681079716341084,0.23313689231872559
base,trend+seasonal,True,False,59,787.225,0.743142144638404,573.4,206.0,6.866666666666666,0.7497656126116103,0.21924185752868652
base,trend+seasonal,True,False,60,746.5619999999999,0.7917241379310345,570.4666666666667,151.0,5.033333333333333,0.6681079716341084,0.24001383781433105
base,trend+seasonal,True,False,61,753.372,0.7859078590785908,573.4,158.0,5.266666666666667,0.6681079716341084,0.23199200630187988
base,trend+seasonal,True,False,62,803.893,0.7587939698492463,560.2333333333333,192.0,6.4,0.6681079716341084,0.2791926860809326
base,trend+seasonal,True,False,63,863.7660000000001,0.7780517879161529,563.5,180.0,6.0,0.7497656126116103,0.23746204376220703
base,trend+seasonal,True,False,64,783.7900000000001,0.7286063569682152,564.0666666666667,222.0,7.4,0.6681079716341084,0.20484614372253418
base,trend+seasonal,True,False,65,686.7499999999999,0.7517146776406036,582.2333333333333,181.0,6.033333333333333,0.6681079716341084,0.20587992668151855
base,trend+seasonal,True,False,66,840.366,0.7868020304568528,562.7666666666667,168.0,5.6,0.7497656126116103,0.21425294876098633
base,trend+seasonal,True,False,67,763.299,0.7809139784946236,573.8666666666667,163.0,5.433333333333334,0.7497656126116103,0.27214884757995605
base,trend+seasonal,True,False,68,747.733,0.7786774628879892,570.3333333333334,164.0,5.466666666666667,0.6681079716341084,0.26705098152160645
base,trend+seasonal,True,False,69,661.5519999999999,0.7260458839406208,574.4,203.0,6.766666666666667,0.5953437370997003,0.20218396186828613
base,trend+seasonal,True,False,70,837.3530000000001,0.7859872611464969,565.7333333333333,168.0,5.6,0.7497656126116103,0.22200989723205566
base,trend+seasonal,True,False,71,792.2920000000001,0.7506265664160401,561.2,199.0,6.633333333333334,0.6681079716341084,0.22052001953125
base,trend+shock,False,True,42,3012.14,0.8882882882882883,323.76666666666665,186.0,6.2,1.0,0.2070751190185547
base,trend+shock,False,True,43,2990.097,0.9326864766525167,325.1333333333333,111.0,3.7,1.0,0.19936895370483398
base,trend+shock,False,True,44,3004.259,0.9293478260869565,315.6333333333333,117.0,3.9,1.0,0.2035231590270996
base,trend+shock,False,True,45,3014.4069999999997,0.8578284343131374,314.56666666666666,237.0,7.9,1.0,0.20368194580078125
base,trend+shock,False,True,46,2960.1960000000004,0.8631643249847282,318.4,224.0,7.466666666666667,1.0,0.18890905380249023
base,trend+shock,False,True,47,3091.9770000000003,0.8158971361776739,300.96666666666664,315.0,10.5,1.0,0.2039170265197754
base,trend+shock,False,True,48,3041.6,0.8875,314.8666666666667,189.0,6.3,1.0,0.24561595916748047
base,trend+shock,False,True,49,3041.571,0.8578227245687091,307.7,239.0,7.966666666666667,1.0,0.19915080070495605
base,trend+shock,False,True,50,3135.355,0.9242774566473988,321.46666666666664,131.0,4.366666666666666,1.0,0.20739507675170898
base,trend+shock,False,True,51,3006.6310000000003,0.9168173598553345,322.96666666666664,138.0,4.6,1.0,0.1969740390777588
base,trend+shock,False,True,52,2990.6099999999997,0.8802177858439202,319.03333333333336,198.0,6.6,1.0,0.18543410301208496
base,trend+shock,False,True,53,2921.55,0.9027863777089783,327.4,157.0,5.233333333333333,1.0,0.19330215454101562
base,trend+shock,False,True,54,2909.336,0.9719800747198007,342.8666666666667,45.0,1.5,1.0,0.3760838508605957
base,trend+shock,False,True,55,2940.604,0.982131854590265,346.03333333333336,29.0,0.9666666666666667,1.0,0.24624204635620117
base,trend+shock,False,True,56,3077.517,0.8841176470588236,316.1333333333333,197.0,6.566666666666666,1.0,0.20151591300964355
base,trend+shock,False,True,57,3036.354,0.9194029850746268,320.3333333333333,135.0,4.5,1.0,0.18904781341552734
base,trend+shock,False,True,58,3060.399,0.9188388625592417,318.3333333333333,137.0,4.566666666666666,1.0,0.18349194526672363
base,trend+shock,False,True,59,2936.965,0.916871921182266,334.6666666666667,135.0,4.5,1.0,0.18511414527893066
base,trend+shock,False,True,60,2915.83,0.9453076444996893,334.93333333333334,88.0,2.933333333333333,1.0,0.19359898567199707
base,trend+shock,False,True,61,2981.0449999999996,0.9343863912515188,333.7,108.0,3.6,1.0,0.1956038475036621
base,trend+shock,False,True,62,3149.009,0.8745684695051783,304.7,218.0,7.266666666666667,1.0,0.1830282211303711
base,trend+shock,False,True,63,2964.075,0.9401343921808185,334.8666666666667,98.0,3.2666666666666666,1.0,0.18976187705993652
base,trend+shock,False,True,64,3126.5339999999997,0.8065819861431871,305.23333333333335,335.0,11.166666666666666,1.0,0.17643404006958008
base,trend+shock,False,True,65,2924.8430000000008,0.8992583436341162,332.1333333333333,163.0,5.433333333333334,1.0,0.1895427703857422
base,trend+shock,False,True,66,2991.985,0.9509090909090909,331.0,81.0,2.7,1.0,0.20711398124694824
base,trend+shock,False,True,67,2851.723,0.9580686149936468,339.53333333333336,66.0,2.2,1.0,0.17690706253051758
base,trend+shock,False,True,68,2985.045,0.922890103217972,323.5,127.0,4.233333333333333,1.0,0.18439197540283203
base,trend+shock,False,True,69,3082.219,0.7833723653395784,297.8666666666667,370.0,12.333333333333334,1.0,0.18511509895324707
base,trend+shock,False,True,70,2965.9060000000004,0.9560171044593769,339.7,72.0,2.4,1.0,0.18138885498046875
base,trend+shock,False,True,71,3107.026,0.8637157833430402,308.73333333333335,234.0,7.8,1.0,0.19608616828918457
base,trend+shock,False,False,42,2862.255,0.9507507507507508,353.56666666666666,82.0,2.7333333333333334,1.0,0.20331597328186035
base,trend+shock,False,False,43,2865.486,0.9599757428744694,349.53333333333336,66.0,2.2,1.0,0.21406292915344238
base,trend+shock,False,False,44,2878.38,0.9595410628019324,340.1333333333333,67.0,2.2333333333333334,1.0,0.25333094596862793
base,trend+shock,False,False,45,2841.0710000000004,0.9424115176964607,349.26666666666665,96.0,3.2,1.0,0.24355363845825195
base,trend+shock,False,False,46,2780.842,0.9401343921808185,355.2,98.0,3.2666666666666666,1.0,0.23899126052856445
base,trend+shock,False,False,47,2890.3210000000004,0.9333722969023963,339.6,114.0,3.8,1.0,0.22684597969055176
base,trend+shock,False,False,48,2892.4990000000003,0.9511904761904761,343.5,82.0,2.7333333333333334,1.0,0.26195573806762695
base,trend+shock,False,False,49,2866.497,0.942296252230815,342.56666666666666,97.0,3.2333333333333334,1.0,0.2577168941497803
base,trend+shock,False,False,50,3005.214,0.9595375722543352,345.46666666666664,70.0,2.3333333333333335,1.0,0.24094104766845703
base,trend+shock,False,False,51,2872.5260000000003,0.9566003616636528,349.03333333333336,72.0,2.4,1.0,0.20687317848205566
base,trend+shock,False,False,52,2833.6739999999995,0.9479733817301875,350.53333333333336,86.0,2.8666666666666667,1.0,0.18613672256469727
base,trend+shock,False,False,53,2774.428,0.9510835913312694,357.7,79.0,2.6333333333333333,1.0,0.18314194679260254
base,trend+shock,False,False,54,2845.868,0.9794520547945206,355.43333333333334,33.0,1.1,1.0,0.18291807174682617
base,trend+shock,False,False,55,2883.872,0.982131854590265,356.8666666666667,29.0,0.9666666666666667,1.0,0.25137805938720703
base,trend+shock,False,False,56,2916.88,0.9482352941176471,347.0,88.0,2.933333333333333,1.0,0.17983698844909668
base,trend+shock,False,False,57,2908.3419999999996,0.9588059701492537,344.8333333333333,69.0,2.3,1.0,0.2708730697631836
base,trend+shock,False,False,58,2928.418,0.9579383886255924,344.0,71.0,2.3666666666666667,1.0,0.2636270523071289
base,trend+shock,False,False,59,2798.07,0.9544334975369458,362.8,74.0,2.466666666666667,1.0,0.21097683906555176
base,trend+shock,False,False,60,2817.3350000000005,0.9676817899316346,355.26666666666665,52.0,1.7333333333333334,1.0,0.17849493026733398
base,trend+shock,False,False,61,2862.2889999999998,0.9617253948967193,357.06666666666666,63.0,2.1,1.0,0.19181323051452637
base,trend+shock,False,False,62,2991.0340000000006,0.9493670886075949,334.1,88.0,2.933333333333333,1.0,0.18367409706115723
