Network,Demand,Goodwill,Backlog,Agent,Horizon,Profit_Mean,Profit_Std,FillRate_Mean,AvgInv_Mean,Unfulfilled_Mean,Time_Mean_Sec,Num_Seeds
serial,trend+seasonal,False,False,DLP_H10,10,710.1919999999999,3.499367942929133,0.41548512763360546,42.093333333333334,564.2,0.8378036022186279,5
serial,trend+seasonal,False,False,DLP_H10_Blind,10,701.3,2.2633514972270823,0.41548512763360546,66.72666666666666,564.2,0.8608838558197022,5
serial,trend+seasonal,False,False,DLP_Adaptive,18,1347.588,36.91306836338592,0.8672378096199985,80.66,128.8,1.0032499790191651,5
serial,trend+seasonal,False,False,DLP_Adaptive_Blind,18,1007.836,43.72502971982981,0.6954516199436048,139.89333333333335,293.4,0.9683310031890869,5
serial,trend+seasonal,True,True,DLP_H10,10,615.9540000000001,24.411864000931985,0.0,38.84666666666667,1493.0,0.8736948490142822,5
serial,trend+seasonal,True,True,DLP_H10_Blind,10,664.668,20.274233302396446,0.0,54.74666666666667,954.2,0.9238447666168212,5
serial,trend+seasonal,True,True,DLP_Adaptive,18,1033.38,89.8504595425087,0.728413881794459,95.01333333333334,164.8,1.163362693786621,5
serial,trend+seasonal,True,True,DLP_Adaptive_Blind,18,762.9199999999998,45.76473227278842,0.17127268296749576,142.61333333333332,453.2,1.0731475353240967,5
serial,trend+seasonal,True,False,DLP_H10,10,739.092,1.835248212095592,0.641237988764914,48.906666666666666,224.4,0.8884958267211914,5
serial,trend+seasonal,True,False,DLP_H10_Blind,10,730.246,5.098327568919044,0.6806760557351889,77.55333333333333,188.6,0.9628991603851318,5
serial,trend+seasonal,True,False,DLP_Adaptive,18,1063.578,68.89271932504914,0.8686879413293237,85.63999999999999,96.2,0.9430505752563476,5
serial,trend+seasonal,True,False,DLP_Adaptive_Blind,18,802.9159999999999,27.2346592414886,0.792993472895438,124.99333333333334,128.6,0.9841014862060546,5
serial,trend+shock,False,True,DLP_H10,10,-204.70800000000003,50.275758134512536,0.0,48.14,9684.2,0.793464994430542,5
serial,trend+shock,False,True,DLP_H10_Blind,10,-238.51000000000005,39.660174482722574,0.0,58.33333333333333,9990.0,0.8081411361694336,5
serial,trend+shock,False,True,DLP_Adaptive,18,2466.592,65.18386653152753,0.861767689301624,142.16,230.8,0.9261209964752197,5
serial,trend+shock,False,True,DLP_Adaptive_Blind,18,1254.098,23.881925717998406,0.0,110.12,5700.4,0.9431792259216308,5
serial,trend+shock,False,False,DLP_H10,10,636.9859999999999,3.660292884456123,0.24297358896534038,52.8,1247.4,0.823271369934082,5
serial,trend+shock,False,False,DLP_H10_Blind,10,631.05,2.7791653423285436,0.24297358896534038,71.63333333333333,1247.4,0.8379575252532959,5
serial,trend+shock,False,False,DLP_Adaptive,18,2396.25,52.43455158576255,0.9663196046005034,146.50666666666666,56.0,0.9632023334503174,5
serial,trend+shock,False,False,DLP_Adaptive_Blind,18,1246.286,41.54128288823061,0.49176385393605465,99.18,837.2,0.9646315574645996,5
serial,trend+shock,True,True,DLP_H10,10,398.92199999999997,77.99356676034255,0.0,55.2,3596.6,0.7820796012878418,5
serial,trend+shock,True,True,DLP_H10_Blind,10,499.82199999999995,47.44681123110379,0.0,64.1,2561.0,0.8416854858398437,5
serial,trend+shock,True,True,DLP_Adaptive,18,1676.0700000000002,262.4261238520281,0.913187953064732,137.82666666666665,82.0,1.0792180061340333,5
serial,trend+shock,True,True,DLP_Adaptive_Blind,18,1005.406,21.65819623145013,0.07420814479638009,108.4,981.4,0.9146503925323486,5
serial,trend+shock,True,False,DLP_H10,10,711.408,2.4744971206287376,0.45899357890695847,57.31333333333333,472.4,0.8268261432647706,5
serial,trend+shock,True,False,DLP_H10_Blind,10,713.042,5.881514770873277,0.5053841330422519,75.97999999999999,395.8,0.7927393913269043,5
serial,trend+shock,True,False,DLP_Adaptive,18,1874.414,114.26389659030534,0.9644165847388557,139.68,45.0,0.8830739498138428,5
serial,trend+shock,True,False,DLP_Adaptive_Blind,18,991.3,53.83044120198165,0.7438763189877532,98.11333333333332,211.4,0.9193711757659913,5
serial,seasonal+shock,False,True,DLP_H10,10,411.8619999999999,44.515647316421244,0.0,43.81333333333333,3538.4,0.8187568187713623,5
serial,seasonal+shock,False,True,DLP_H10_Blind,10,376.306,36.370261808241096,0.0,54.46666666666666,3858.0,0.8021761894226074,5
serial,seasonal+shock,False,True,DLP_Adaptive,18,1286.812,39.934993877550646,0.6866570019223885,77.74666666666667,256.8,0.9151000499725341,5
serial,seasonal+shock,False,True,DLP_Adaptive_Blind,18,1147.938,39.67743711481371,0.07094205939243552,108.15333333333334,754.8,0.9262382507324218,5
serial,seasonal+shock,False,False,DLP_H10,10,721.916,2.923590942659404,0.49988579781695003,53.42,401.6,0.7950922012329101,5
serial,seasonal+shock,False,False,DLP_H10_Blind,10,715.9320000000001,2.298115749913383,0.49988579781695003,70.07333333333334,401.6,0.7887059688568115,5
serial,seasonal+shock,False,False,DLP_Adaptive,18,1197.588,30.062387396878506,0.9094683320738393,84.89333333333333,73.4,0.881398868560791,5
serial,seasonal+shock,False,False,DLP_Adaptive_Blind,18,1012.936,34.056675468988445,0.7850751110814642,105.38666666666666,172.8,0.9844956398010254,5
serial,seasonal+shock,True,True,DLP_H10,10,659.404,37.71866678449811,0.0,53.06,998.4,0.9177459716796875,5
serial,seasonal+shock,True,True,DLP_H10_Blind,10,690.488,12.198705505093539,0.013901345291479817,67.02,615.4,0.8416249275207519,5
serial,seasonal+shock,True,True,DLP_Adaptive,18,987.2939999999999,96.20925456524436,0.8158276346061613,81.17333333333332,100.0,1.0063498973846436,5
serial,seasonal+shock,True,True,DLP_Adaptive_Blind,18,787.912,44.47216990433454,0.4712447883077123,117.70666666666666,266.0,0.9012342929840088,5
serial,seasonal+shock,True,False,DLP_H10,10,741.4979999999999,1.1424780085410684,0.7000739294784164,58.973333333333336,171.6,0.8001499652862549,5
serial,seasonal+shock,True,False,DLP_H10_Blind,10,731.656,3.3567222107287993,0.7136956686457688,81.46000000000001,161.2,0.8539942741394043,5
serial,seasonal+shock,True,False,DLP_Adaptive,18,1003.152,52.71771330397401,0.9158942373562133,85.70666666666668,54.4,0.9767848491668701,5
serial,seasonal+shock,True,False,DLP_Adaptive_Blind,18,800.7559999999999,20.271137708574713,0.8217061404668667,113.5,105.2,1.043837547302246,5
serial,trend+seasonal+shock,False,True,DLP_H10,10,-160.31400000000002,55.64634744527266,0.0,32.72666666666667,9303.2,0.8505309581756592,5
serial,trend+seasonal+shock,False,True,DLP_H10_Blind,10,-221.988,45.68553968161045,0.0,51.10000000000001,9854.4,0.8699172019958497,5
serial,trend+seasonal+shock,False,True,DLP_Adaptive,18,2087.6220000000003,40.02311402177504,0.696374950647529,108.37333333333333,424.0,0.9208775997161865,5
serial,trend+seasonal+shock,False,True,DLP_Adaptive_Blind,18,1655.94,51.061188783654444,0.0,123.83333333333333,2706.0,0.9910718441009522,5
serial,trend+seasonal+shock,False,False,DLP_H10,10,668.2520000000001,3.204642881820073,0.2892770486837634,42.093333333333334,983.6,0.8264614582061768,5
serial,trend+seasonal+shock,False,False,DLP_H10_Blind,10,659.6479999999999,2.3938370871886416,0.2892770486837634,66.40666666666667,983.6,0.8182267665863037,5
serial,trend+seasonal+shock,False,False,DLP_Adaptive,18,1932.56,35.87968617477028,0.9081306489609984,111.73333333333332,127.6,0.9305101871490479,5
serial,trend+seasonal+shock,False,False,DLP_Adaptive_Blind,18,1394.85,31.04965635880695,0.652518553764901,104.65333333333334,480.8,0.8938209056854248,5
serial,trend+seasonal+shock,True,True,DLP_H10,10,502.974,25.6947960490057,0.0,38.84666666666667,2622.8,0.8009845733642578,5
serial,trend+seasonal+shock,True,True,DLP_H10_Blind,10,587.01,26.33181497732353,0.0,53.43333333333334,1742.6,0.8497935771942139,5
serial,trend+seasonal+shock,True,True,DLP_Adaptive,18,1351.3219999999997,151.98035430936454,0.7986294977531343,108.9,165.2,0.9006359100341796,5
serial,trend+seasonal+shock,True,True,DLP_Adaptive_Blind,18,925.126,30.814397024767548,0.20976021047976653,118.01333333333332,495.2,0.9074659824371338,5
serial,trend+seasonal+shock,True,False,DLP_H10,10,724.626,2.86965224373961,0.5197940408085424,48.67333333333333,370.8,0.7922717094421386,5
serial,trend+seasonal+shock,True,False,DLP_H10_Blind,10,725.8860000000001,4.058973269190147,0.5893466774787018,72.15333333333334,279.8,0.8169801235198975,5
serial,trend+seasonal+shock,True,False,DLP_Adaptive,18,1414.9119999999998,62.82491684037479,0.9040508811276468,111.35999999999999,95.6,0.9097073554992676,5
serial,trend+seasonal+shock,True,False,DLP_Adaptive_Blind,18,947.092,40.34788143137136,0.7646944757890409,107.71333333333332,179.6,0.8878620624542236,5
