Network,Demand,Goodwill,Backlog,Seed,Old_Profit,Old_FillRate,Old_Unfulfilled,Old_AvgInv,Old_AvgBacklog,Old_Sentiment,Old_SolveTime,Clv_Profit,Clv_FillRate,Clv_Unfulfilled,Clv_AvgInv,Clv_AvgBacklog,Clv_Sentiment,Clv_SolveTime
base,shock,False,False,42,1477.1209999999999,1.0,0.0,515.5,0.0,1.0,0,1477.1209999999999,1.0,0.0,85.91666666666667,0.0,1.0,0.9840021133422852
base,shock,False,False,43,1450.288,1.0,0.0,518.1,0.0,1.0,0,1450.288,1.0,0.0,86.35,0.0,1.0,0.9863061904907227
base,shock,False,False,44,1459.598,1.0,0.0,515.4666666666667,0.0,1.0,0,1459.598,1.0,0.0,85.91111111111111,0.0,1.0,0.9831831455230713
base,shock,False,False,45,1474.167,0.9944629014396457,5.0,507.6,0.16666666666666666,1.0,0,1474.167,0.9944629014396457,5.0,84.6,0.16666666666666666,1.0,1.0139293670654297
base,shock,False,False,46,1423.848,1.0,0.0,516.1666666666666,0.0,1.0,0,1423.848,1.0,0.0,86.02777777777777,0.0,1.0,0.9825618267059326
base,shock,False,False,47,1559.206,0.9750778816199377,24.0,495.9,0.8,1.0,0,1559.206,0.9750778816199377,24.0,82.65,0.8,1.0,1.0096549987792969
base,shock,False,False,48,1497.4,1.0,0.0,508.03333333333336,0.0,1.0,0,1497.4,1.0,0.0,84.67222222222222,0.0,1.0,1.0397460460662842
base,shock,False,False,49,1499.815,0.9956236323851203,4.0,502.23333333333335,0.13333333333333333,1.0,0,1499.815,0.9956236323851203,4.0,83.70555555555555,0.13333333333333333,1.0,1.108349323272705
base,shock,False,False,50,1555.112,1.0,0.0,511.3,0.0,1.0,0,1555.112,1.0,0.0,85.21666666666667,0.0,1.0,1.0714929103851318
base,shock,False,False,51,1514.478,1.0,0.0,504.06666666666666,0.0,1.0,0,1514.478,1.0,0.0,84.0111111111111,0.0,1.0,1.040477991104126
base,shock,False,False,52,1468.4700000000003,1.0,0.0,512.2333333333333,0.0,1.0,0,1468.4700000000003,1.0,0.0,85.37222222222222,0.0,1.0,1.0348849296569824
base,shock,False,False,53,1469.152,1.0,0.0,513.3666666666667,0.0,1.0,0,1469.152,1.0,0.0,85.56111111111112,0.0,1.0,1.0371441841125488
base,shock,False,False,54,1368.601,1.0,0.0,545.6666666666666,0.0,1.0,0,1368.601,1.0,0.0,90.94444444444444,0.0,1.0,1.0825998783111572
base,shock,False,False,55,1380.8239999999998,1.0,0.0,549.9,0.0,1.0,0,1380.8239999999998,1.0,0.0,91.65,0.0,1.0,1.0401368141174316
base,shock,False,False,56,1529.6439999999998,1.0,0.0,504.1333333333333,0.0,1.0,0,1529.6439999999998,1.0,0.0,84.02222222222223,0.0,1.0,1.037883996963501
base,shock,False,False,57,1481.913,1.0,0.0,512.9666666666667,0.0,1.0,0,1481.913,1.0,0.0,85.49444444444444,0.0,1.0,1.0094141960144043
base,shock,False,False,58,1507.4720000000002,1.0,0.0,513.5333333333333,0.0,1.0,0,1507.4720000000002,1.0,0.0,85.58888888888889,0.0,1.0,1.0073878765106201
base,shock,False,False,59,1436.976,1.0,0.0,527.1333333333333,0.0,1.0,0,1436.976,1.0,0.0,87.85555555555555,0.0,1.0,1.0424041748046875
base,shock,False,False,60,1383.8849999999998,1.0,0.0,534.0666666666667,0.0,1.0,0,1383.8849999999998,1.0,0.0,89.0111111111111,0.0,1.0,1.0100958347320557
base,shock,False,False,61,1397.595,1.0,0.0,537.4,0.0,1.0,0,1397.595,1.0,0.0,89.56666666666666,0.0,1.0,0.9855279922485352
base,shock,False,False,62,1570.731,1.0,0.0,491.43333333333334,0.0,1.0,0,1570.731,1.0,0.0,81.90555555555555,0.0,1.0,0.988422155380249
base,shock,False,False,63,1423.984,1.0,0.0,534.2,0.0,1.0,0,1423.984,1.0,0.0,89.03333333333333,0.0,1.0,1.074026107788086
base,shock,False,False,64,1537.67,0.974816369359916,24.0,499.3666666666667,0.8,1.0,0,1537.67,0.974816369359916,24.0,83.22777777777777,0.8,1.0,0.9849588871002197
base,shock,False,False,65,1391.413,1.0,0.0,532.3333333333334,0.0,1.0,0,1391.413,1.0,0.0,88.72222222222223,0.0,1.0,0.9753420352935791
base,shock,False,False,66,1431.4920000000002,1.0,0.0,532.7666666666667,0.0,1.0,0,1431.4920000000002,1.0,0.0,88.79444444444445,0.0,1.0,0.9805870056152344
base,shock,False,False,67,1310.6660000000002,1.0,0.0,549.0333333333333,0.0,1.0,0,1310.6660000000002,1.0,0.0,91.50555555555556,0.0,1.0,0.9879517555236816
base,shock,False,False,68,1426.582,1.0,0.0,525.7,0.0,1.0,0,1426.582,1.0,0.0,87.61666666666666,0.0,1.0,1.0235347747802734
base,shock,False,False,69,1479.213,0.970873786407767,27.0,499.73333333333335,0.9,1.0,0,1479.213,0.970873786407767,27.0,83.28888888888889,0.9,1.0,0.9813036918640137
base,shock,False,False,70,1420.4319999999998,1.0,0.0,535.8333333333334,0.0,1.0,0,1420.4319999999998,1.0,0.0,89.30555555555556,0.0,1.0,0.9834456443786621
base,shock,False,False,71,1538.7649999999999,0.9862142099681867,13.0,501.93333333333334,0.43333333333333335,1.0,0,1538.7649999999999,0.9862142099681867,13.0,83.65555555555555,0.43333333333333335,1.0,0.9858810901641846
base,shock,True,True,42,1666.721,0.9798994974874372,20.0,477.6333333333333,0.6666666666666666,1.1891618702084263,0,1015.5229999999999,0.9085631349782293,63.0,93.60000000000002,2.1,0.5305043201878517,1.359687328338623
base,shock,True,True,43,1783.8780000000002,1.0,0.0,478.9,0.0,1.334503876567234,0,1211.5279999999998,0.8964194373401535,81.0,90.41111111111111,2.7,0.6681079716341084,1.2894389629364014
base,shock,True,True,44,1645.573,0.9888438133874239,11.0,481.8333333333333,0.36666666666666664,1.1891618702084263,0,1088.525,0.9129834254143646,63.0,92.15,2.1,0.6681079716341083,1.263566255569458
base,shock,True,True,45,1615.2910000000002,0.984552008238929,15.0,486.3333333333333,0.5,1.1891618702084263,0,1002.9770000000001,0.9282576866764275,49.0,93.85,1.6333333333333333,0.5953437370997003,1.2589969635009766
base,shock,True,True,46,1353.035,0.9649532710280374,30.0,516.3333333333334,1.0,0.9442418536112392,0,974.334,0.9175412293853074,55.0,94.41666666666667,1.8333333333333333,0.4727266219495709,1.3988878726959229
base,shock,True,True,47,1454.0520000000001,0.9215469613259668,71.0,484.96666666666664,2.3666666666666667,0.9442418536112391,0,1049.934,0.7848275862068965,156.0,90.18888888888891,5.2,0.4727266219495709,1.303926944732666
base,shock,True,True,48,1624.2640000000001,0.9897435897435898,10.0,481.0,0.3333333333333333,1.1891618702084263,0,1159.892,0.9028871391076115,74.0,90.11111111111111,2.466666666666667,0.5953437370997006,1.2991280555725098
base,shock,True,True,49,1355.8970000000002,0.9557109557109558,38.0,498.1,1.2666666666666666,0.9442418536112391,0,1041.177,0.891583452211127,76.0,91.55000000000003,2.533333333333333,0.5953437370997005,1.2968518733978271
base,shock,True,True,50,1696.25,0.997029702970297,3.0,476.0,0.1,1.1891618702084263,0,1083.731,0.7797537619699042,161.0,91.50555555555556,5.366666666666666,0.5953437370997003,1.300039291381836
base,shock,True,True,51,1679.9850000000001,0.987012987012987,13.0,474.9,0.43333333333333335,1.1891618702084263,0,949.2139999999998,0.7550143266475644,171.0,93.1,5.7,0.5305043201878515,1.320007085800171
base,shock,True,True,52,1614.4,0.9886714727085479,11.0,487.96666666666664,0.36666666666666664,1.1891618702084263,0,1070.6309999999999,0.9257703081232493,53.0,92.33888888888889,1.7666666666666666,0.530504320187852,1.2905898094177246
base,shock,True,True,53,1588.1329999999998,0.9802083333333333,19.0,488.3666666666667,0.6333333333333333,1.1891618702084263,0,948.662,0.8135838150289018,129.0,94.06111111111112,4.3,0.5305043201878518,1.289067029953003
base,shock,True,True,54,1715.648,1.0,0.0,498.6,0.0,1.334503876567234,0,1016.1210000000001,0.8620689655172413,96.0,96.7,3.2,0.5953437370997005,1.2924437522888184
base,shock,True,True,55,1743.397,1.0,0.0,498.8666666666667,0.0,1.334503876567234,0,1017.497,0.853448275862069,102.0,96.89444444444445,3.4,0.5953437370997003,1.2917461395263672
base,shock,True,True,56,1700.7689999999998,0.9841897233201581,16.0,475.03333333333336,0.5333333333333333,1.1891618702084263,0,1041.5909999999997,0.872191011235955,91.0,92.5277777777778,3.033333333333333,0.5305043201878518,1.3328571319580078
base,shock,True,True,57,1653.951,0.993933265925177,6.0,479.43333333333334,0.2,1.1891618702084263,0,1001.137,0.8728070175438596,87.0,93.66666666666667,2.9,0.5305043201878518,1.3027949333190918
base,shock,True,True,58,1693.4179999999997,0.9990079365079365,1.0,481.73333333333335,0.03333333333333333,1.1891618702084263,0,1161.661,0.9324503311258279,51.0,90.0388888888889,1.7,0.5953437370997003,1.3014190196990967
base,shock,True,True,59,1756.716,1.0,0.0,488.2,0.0,1.334503876567234,0,995.1030000000001,0.8764367816091954,86.0,96.12777777777778,2.8666666666666667,0.6681079716341083,1.3412301540374756
base,shock,True,True,60,1730.8460000000002,1.0,0.0,486.8,0.0,1.334503876567234,0,1028.995,0.9371508379888268,45.0,94.5111111111111,1.5,0.7497656126116105,1.4232861995697021
base,shock,True,True,61,1788.769,1.0,0.0,480.53333333333336,0.0,1.334503876567234,0,1117.125,0.9227642276422764,57.0,93.42777777777778,1.9,0.5953437370997006,1.503335952758789
base,shock,True,True,62,1739.25,0.9825242718446602,18.0,464.76666666666665,0.6,1.1891618702084263,0,1060.0249999999996,0.7762237762237763,160.0,91.14444444444446,5.333333333333333,0.530504320187852,1.5562682151794434
base,shock,True,True,63,1781.9879999999998,1.0,0.0,484.43333333333334,0.0,1.334503876567234,0,1007.3589999999999,0.824438202247191,125.0,94.82222222222222,4.166666666666667,0.5305043201878517,1.4361119270324707
base,shock,True,True,64,1583.392,0.9417879417879418,56.0,476.43333333333334,1.8666666666666667,1.0596491912748354,0,1019.2150000000001,0.8593530239099859,100.0,91.58888888888889,3.3333333333333335,0.47272662194957077,1.3965728282928467
base,shock,True,True,65,1426.944,0.9841986455981941,14.0,514.1,0.4666666666666667,1.0596491912748354,0,1083.5240000000001,0.9255172413793104,54.0,94.6,1.8,0.6681079716341082,1.3858838081359863
base,shock,True,True,66,1807.7839999999997,1.0,0.0,482.3666666666667,0.0,1.334503876567234,0,1153.1019999999999,0.9588859416445623,31.0,93.03888888888889,1.0333333333333334,0.6681079716341083,1.3312580585479736
base,shock,True,True,67,1679.411,1.0,0.0,493.6666666666667,0.0,1.334503876567234,0,990.6190000000001,0.9218289085545722,53.0,95.96111111111111,1.7666666666666666,0.6681079716341084,1.3494830131530762
base,shock,True,True,68,1785.8609999999999,1.0,0.0,477.8333333333333,0.0,1.334503876567234,0,1046.867,0.8987341772151899,72.0,94.06111111111112,2.4,0.5953437370997006,1.314690113067627
base,shock,True,True,69,1542.938,0.9362380446333688,60.0,477.6333333333333,2.0,1.0596491912748354,0,1055.807,0.8319209039548022,119.0,90.37222222222223,3.966666666666667,0.4727266219495709,1.291072130203247
base,shock,True,True,70,1775.814,1.0,0.0,487.6,0.0,1.334503876567234,0,1026.9040000000002,0.8641456582633054,97.0,95.36111111111111,3.2333333333333334,0.5953437370997005,1.2561919689178467
base,shock,True,True,71,1557.535,0.9726027397260274,26.0,483.96666666666664,0.8666666666666667,1.0596491912748354,0,1012.8460000000001,0.7765042979942693,156.0,92.76666666666668,5.2,0.4212415443114989,1.2727837562561035
base,shock,True,False,42,1622.789,0.9798994974874372,20.0,488.3,0.6666666666666666,1.1891618702084263,0,1106.2619999999997,0.9346991037131882,51.0,92.01666666666668,1.7,0.6681079716341084,1.4491198062896729
base,shock,True,False,43,1783.8780000000002,1.0,0.0,478.9,0.0,1.334503876567234,0,1155.908,0.9141475211608222,71.0,92.4888888888889,2.3666666666666667,0.7497656126116105,1.6372690200805664
base,shock,True,False,44,1621.4099999999999,0.9888438133874239,11.0,487.7,0.36666666666666664,1.1891618702084263,0,1179.9829999999997,0.9296116504854369,58.0,90.62777777777778,1.9333333333333333,0.7497656126116106,1.3597440719604492
base,shock,True,False,45,1582.3250000000003,0.984552008238929,15.0,494.3333333333333,0.5,1.1891618702084263,0,1104.9789999999998,0.9381443298969072,48.0,91.69444444444444,1.6,0.5953437370997005,1.4184551239013672
base,shock,True,False,46,1285.588,0.9649532710280374,30.0,531.9333333333333,1.0,0.9442418536112392,0,982.3699999999999,0.9382022471910112,44.0,93.95,1.4666666666666666,0.5953437370997006,1.559706211090088
base,shock,True,False,47,1362.167,0.9513812154696133,44.0,508.6666666666667,1.4666666666666666,0.9442418536112391,0,1026.4099999999996,0.9128137384412154,66.0,91.75,2.2,0.5305043201878519,1.5768370628356934
base,shock,True,False,48,1602.304,0.9897435897435898,10.0,486.3333333333333,0.3333333333333333,1.1891618702084263,0,1241.0439999999999,0.9553140096618358,37.0,88.06666666666666,1.2333333333333334,0.7497656126116105,1.418900966644287
base,shock,True,False,49,1312.289,0.9731934731934732,23.0,511.0,0.7666666666666667,0.9442418536112391,0,1126.536,0.9331651954602774,53.0,91.17222222222225,1.7666666666666666,0.7497656126116105,1.4013919830322266
base,shock,True,False,50,1689.665,0.997029702970297,3.0,477.6,0.1,1.1891618702084263,0,1236.494,0.9229871645274212,66.0,88.67777777777778,2.2,0.7497656126116106,1.5201478004455566
base,shock,True,False,51,1651.438,0.987012987012987,13.0,481.8333333333333,0.43333333333333335,1.1891618702084263,0,1063.4440000000002,0.8757687576875769,101.0,92.49444444444447,3.3666666666666667,0.6681079716341083,1.3548040390014648
base,shock,True,False,52,1590.222,0.9886714727085479,11.0,493.8333333333333,0.36666666666666664,1.1891618702084263,0,1211.185,0.9486552567237164,42.0,88.74444444444444,1.4,0.6681079716341084,1.346081018447876
base,shock,True,False,53,1546.371,0.9802083333333333,19.0,498.5,0.6333333333333333,1.1891618702084263,0,1103.511,0.9404915912031048,46.0,91.39444444444445,1.5333333333333334,0.5953437370997006,1.3018686771392822
base,shock,True,False,54,1715.648,1.0,0.0,498.6,0.0,1.334503876567234,0,1128.127,0.9322459222082811,54.0,94.23333333333333,1.8,0.7497656126116105,1.3467979431152344
base,shock,True,False,55,1743.397,1.0,0.0,498.8666666666667,0.0,1.334503876567234,0,1052.409,0.9293193717277487,54.0,96.64444444444445,1.8,0.7497656126116105,1.256059169769287
base,shock,True,False,56,1665.6490000000003,0.9841897233201581,16.0,483.56666666666666,0.5333333333333333,1.1891618702084263,0,1196.118,0.9356014580801945,53.0,88.53333333333333,1.7666666666666666,0.5953437370997006,1.2465920448303223
base,shock,True,False,57,1640.775,0.993933265925177,6.0,482.6333333333333,0.2,1.1891618702084263,0,1225.868,0.9215456674473068,67.0,89.92222222222222,2.2333333333333334,0.7497656126116107,1.2628018856048584
base,shock,True,False,58,1691.223,0.9990079365079365,1.0,482.26666666666665,0.03333333333333333,1.1891618702084263,0,1094.945,0.9730820995962315,20.0,92.61666666666669,0.6666666666666666,0.5305043201878519,1.2193489074707031
base,shock,True,False,59,1756.716,1.0,0.0,488.2,0.0,1.334503876567234,0,1141.3639999999996,0.9468354430379747,42.0,93.71666666666667,1.4,0.7497656126116105,1.2346010208129883
base,shock,True,False,60,1730.8460000000002,1.0,0.0,486.8,0.0,1.334503876567234,0,1162.744,0.932349323493235,55.0,92.52777777777777,1.8333333333333333,0.8414036319308072,1.225956916809082
base,shock,True,False,61,1788.769,1.0,0.0,480.53333333333336,0.0,1.334503876567234,0,1147.069,0.9445843828715366,44.0,92.30555555555556,1.4666666666666666,0.6681079716341084,1.2486670017242432
base,shock,True,False,62,1699.7400000000002,0.9825242718446602,18.0,474.3666666666667,0.6,1.1891618702084263,0,1142.2469999999998,0.9199507389162561,65.0,90.0,2.1666666666666665,0.6681079716341083,1.2416760921478271
base,shock,True,False,63,1781.9879999999998,1.0,0.0,484.43333333333334,0.0,1.334503876567234,0,1166.567,0.9417596034696406,47.0,92.31666666666666,1.5666666666666667,0.6681079716341084,1.2491071224212646
base,shock,True,False,64,1495.4669999999999,0.9573804573804574,41.0,498.3666666666667,1.3666666666666667,1.0596491912748354,0,1255.471,0.923699421965318,66.0,88.20000000000002,2.2,0.7497656126116106,1.2462170124053955
base,shock,True,False,65,1394.174,0.9841986455981941,14.0,520.6666666666666,0.4666666666666667,1.0596491912748354,0,1010.3689999999999,0.9386084583901774,45.0,95.71666666666667,1.5,0.7497656126116103,1.2785248756408691
base,shock,True,False,66,1807.7839999999997,1.0,0.0,482.3666666666667,0.0,1.334503876567234,0,1154.1710000000003,0.9239263803680982,62.0,91.76666666666667,2.066666666666667,0.6681079716341084,1.2792341709136963
base,shock,True,False,67,1679.411,1.0,0.0,493.6666666666667,0.0,1.334503876567234,0,1080.769,0.9422572178477691,44.0,93.69444444444444,1.4666666666666666,0.7497656126116106,1.2852578163146973
base,shock,True,False,68,1785.8609999999999,1.0,0.0,477.8333333333333,0.0,1.334503876567234,0,1257.279,0.9468085106382979,45.0,89.98333333333333,1.5,0.7497656126116105,1.2939729690551758
base,shock,True,False,69,1457.651,0.9574920297555791,40.0,499.03333333333336,1.3333333333333333,1.0596491912748354,0,1000.286,0.9114093959731544,66.0,92.42777777777778,2.2,0.5953437370997005,1.291513204574585
base,shock,True,False,70,1775.814,1.0,0.0,487.6,0.0,1.334503876567234,0,1202.2470000000003,0.9372738238841978,52.0,92.5,1.7333333333333334,0.8414036319308072,1.3300652503967285
base,shock,True,False,71,1510.2149999999997,0.9768177028451,22.0,495.76666666666665,0.7333333333333333,1.0596491912748354,0,943.921,0.9135285913528591,62.0,94.99444444444447,2.066666666666667,0.5305043201878518,1.2916810512542725
base,trend+seasonal,False,True,42,1540.074,0.08246346555323592,879.0,423.5,29.3,1.0,0,1540.0739999999998,0.08246346555323592,879.0,70.58333333333333,29.3,1.0,1.0292308330535889
base,trend+seasonal,False,True,43,1477.761,0.294885745375408,648.0,442.7,21.6,1.0,0,1477.761,0.294885745375408,648.0,73.78333333333333,21.6,1.0,1.0243659019470215
base,trend+seasonal,False,True,44,1550.7440000000001,0.2554973821989529,711.0,421.3333333333333,23.7,1.0,0,1550.7440000000001,0.2554973821989529,711.0,70.22222222222223,23.7,1.0,1.0198678970336914
base,trend+seasonal,False,True,45,1549.3909999999998,0.11030176899063471,855.0,421.26666666666665,28.5,1.0,0,1549.391,0.11030176899063471,855.0,70.21111111111111,28.5,1.0,1.058406114578247
base,trend+seasonal,False,True,46,1513.7090000000003,0.04228329809725162,906.0,423.73333333333335,30.2,1.0,0,1513.709,0.04228329809725162,906.0,70.62222222222222,30.2,1.0,1.0282139778137207
base,trend+seasonal,False,True,47,1694.216,0.0,1156.0,388.76666666666665,38.53333333333333,1.0,0,1694.216,0.0,1156.0,64.79444444444445,38.53333333333333,1.0,1.005467176437378
base,trend+seasonal,False,True,48,1569.2310000000002,0.12989690721649483,844.0,417.6,28.133333333333333,1.0,0,1569.2310000000002,0.12989690721649483,844.0,69.6,28.133333333333333,1.0,1.02512788772583
base,trend+seasonal,False,True,49,1545.8700000000003,0.004153686396677014,959.0,412.43333333333334,31.966666666666665,1.0,0,1545.8700000000003,0.004153686396677014,959.0,68.7388888888889,31.966666666666665,1.0,1.0293338298797607
base,trend+seasonal,False,True,50,1596.0240000000001,0.25740551583248217,727.0,423.26666666666665,24.233333333333334,1.0,0,1596.024,0.25740551583248217,727.0,70.54444444444445,24.233333333333334,1.0,1.074601411819458
base,trend+seasonal,False,True,51,1586.81,0.1010204081632653,881.0,416.96666666666664,29.366666666666667,1.0,0,1586.81,0.1010204081632653,881.0,69.49444444444444,29.366666666666667,1.0,1.0093050003051758
base,trend+seasonal,False,True,52,1539.98,0.12238493723849375,839.0,423.03333333333336,27.966666666666665,1.0,0,1539.98,0.12238493723849375,839.0,70.50555555555556,27.966666666666665,1.0,0.9948148727416992
base,trend+seasonal,False,True,53,1595.309,0.0851926977687627,902.0,417.9,30.066666666666666,1.0,0,1595.3090000000002,0.0851926977687627,902.0,69.65,30.066666666666666,1.0,1.0299017429351807
base,trend+seasonal,False,True,54,1448.3339999999998,0.4328523862375139,511.0,457.7,17.033333333333335,1.0,0,1448.3339999999998,0.4328523862375139,511.0,76.28333333333333,17.033333333333335,1.0,0.9968669414520264
base,trend+seasonal,False,True,55,1459.328,0.49668141592920356,455.0,459.8,15.166666666666666,1.0,0,1459.328,0.49668141592920356,455.0,76.63333333333334,15.166666666666666,1.0,0.993588924407959
base,trend+seasonal,False,True,56,1628.228,0.1583166332665331,840.0,412.43333333333334,28.0,1.0,0,1628.228,0.1583166332665331,840.0,68.7388888888889,28.0,1.0,0.992577075958252
base,trend+seasonal,False,True,57,1563.8310000000001,0.21680497925311204,755.0,424.6333333333333,25.166666666666668,1.0,0,1563.831,0.21680497925311204,755.0,70.77222222222223,25.166666666666668,1.0,1.0269899368286133
base,trend+seasonal,False,True,58,1588.655,0.0926680244399185,891.0,417.76666666666665,29.7,1.0,0,1588.6549999999997,0.0926680244399185,891.0,69.62777777777778,29.7,1.0,0.9908099174499512
base,trend+seasonal,False,True,59,1472.11,0.3617486338797814,584.0,450.0,19.466666666666665,1.0,0,1472.11,0.3617486338797814,584.0,75.0,19.466666666666665,1.0,0.9991512298583984
base,trend+seasonal,False,True,60,1482.139,0.2502708559046587,692.0,440.53333333333336,23.066666666666666,1.0,0,1482.1390000000001,0.2502708559046587,692.0,73.42222222222222,23.066666666666666,1.0,1.116431713104248
base,trend+seasonal,False,True,61,1538.1320000000003,0.1677148846960168,794.0,428.73333333333335,26.466666666666665,1.0,0,1538.1319999999998,0.1677148846960168,794.0,71.45555555555555,26.466666666666665,1.0,1.1184508800506592
base,trend+seasonal,False,True,62,1627.761,0.07192807192807193,929.0,406.06666666666666,30.966666666666665,1.0,0,1627.761,0.07192807192807193,929.0,67.67777777777778,30.966666666666665,1.0,1.136786937713623
base,trend+seasonal,False,True,63,1527.4830000000002,0.32661717921527045,635.0,438.46666666666664,21.166666666666668,1.0,0,1527.4830000000002,0.32661717921527045,635.0,73.07777777777778,21.166666666666668,1.0,1.2032818794250488
base,trend+seasonal,False,True,64,1696.8399999999997,0.0,1095.0,391.9,36.5,1.0,0,1696.84,0.0,1095.0,65.31666666666666,36.5,1.0,1.2704830169677734
base,trend+seasonal,False,True,65,1482.842,0.1594827586206896,780.0,439.6333333333333,26.0,1.0,0,1482.842,0.1594827586206896,780.0,73.27222222222223,26.0,1.0,1.1751699447631836
base,trend+seasonal,False,True,66,1531.9289999999999,0.3626723223753977,601.0,437.6666666666667,20.033333333333335,1.0,0,1531.9289999999999,0.3626723223753977,601.0,72.94444444444444,20.033333333333335,1.0,1.1327292919158936
base,trend+seasonal,False,True,67,1425.8100000000002,0.32026875699888013,607.0,452.43333333333334,20.233333333333334,1.0,0,1425.8100000000002,0.32026875699888013,607.0,75.40555555555555,20.233333333333334,1.0,1.0933129787445068
base,trend+seasonal,False,True,68,1529.2920000000004,0.2420718816067653,717.0,430.46666666666664,23.9,1.0,0,1529.292,0.2420718816067653,717.0,71.74444444444444,23.9,1.0,1.0586979389190674
base,trend+seasonal,False,True,69,1640.542,0.0,1170.0,394.3,39.0,1.0,0,1640.542,0.0,1170.0,65.71666666666667,39.0,1.0,1.439749002456665
base,trend+seasonal,False,True,70,1508.036,0.337620578778135,618.0,443.53333333333336,20.6,1.0,0,1508.036,0.337620578778135,618.0,73.92222222222222,20.6,1.0,1.2333261966705322
base,trend+seasonal,False,True,71,1615.1350000000002,0.1278952668680765,866.0,412.56666666666666,28.866666666666667,1.0,0,1615.135,0.1278952668680765,866.0,68.7611111111111,28.866666666666667,1.0,1.019914150238037
base,trend+seasonal,False,False,42,1130.6239999999998,0.7734864300626305,217.0,534.3666666666667,7.233333333333333,1.0,0,1130.6239999999998,0.7734864300626305,217.0,89.06111111111112,7.233333333333333,1.0,1.015665054321289
base,trend+seasonal,False,False,43,1139.3289999999997,0.808487486398259,176.0,533.4666666666667,5.866666666666666,1.0,0,1139.3289999999997,0.808487486398259,176.0,88.91111111111111,5.866666666666666,1.0,0.9890439510345459
base,trend+seasonal,False,False,44,1177.399,0.7968586387434555,194.0,520.3,6.466666666666667,1.0,0,1177.399,0.7968586387434555,194.0,86.71666666666667,6.466666666666667,1.0,1.9183688163757324
base,trend+seasonal,False,False,45,1144.708,0.777315296566077,214.0,529.8333333333334,7.133333333333334,1.0,0,1144.708,0.777315296566077,214.0,88.30555555555556,7.133333333333334,1.0,2.2239608764648438
base,trend+seasonal,False,False,46,1085.982,0.7610993657505285,226.0,539.0,7.533333333333333,1.0,0,1085.982,0.7610993657505285,226.0,89.83333333333333,7.533333333333333,1.0,1.8449289798736572
base,trend+seasonal,False,False,47,1209.8619999999999,0.7485604606525912,262.0,519.3666666666667,8.733333333333333,1.0,0,1209.8619999999999,0.7485604606525912,262.0,86.56111111111112,8.733333333333333,1.0,1.3314828872680664
base,trend+seasonal,False,False,48,1168.926,0.7814432989690722,212.0,525.6,7.066666666666666,1.0,0,1168.926,0.7814432989690722,212.0,87.6,7.066666666666666,1.0,1.3493719100952148
base,trend+seasonal,False,False,49,1118.296,0.7622014537902388,229.0,530.4333333333333,7.633333333333334,1.0,0,1118.296,0.7622014537902388,229.0,88.40555555555555,7.633333333333334,1.0,1.3293752670288086
base,trend+seasonal,False,False,50,1217.1129999999998,0.7987742594484167,197.0,523.4666666666667,6.566666666666666,1.0,0,1217.1129999999998,0.7987742594484167,197.0,87.24444444444444,6.566666666666666,1.0,1.3289940357208252
base,trend+seasonal,False,False,51,1198.482,0.7877551020408163,208.0,522.8333333333334,6.933333333333334,1.0,0,1198.482,0.7877551020408163,208.0,87.13888888888889,6.933333333333334,1.0,1.3269670009613037
base,trend+seasonal,False,False,52,1135.912,0.7771966527196652,213.0,531.5666666666667,7.1,1.0,0,1135.912,0.7771966527196652,213.0,88.59444444444445,7.1,1.0,1.6350841522216797
base,trend+seasonal,False,False,53,1165.589,0.7697768762677485,227.0,532.8,7.566666666666666,1.0,0,1165.589,0.7697768762677485,227.0,88.8,7.566666666666666,1.0,1.3260610103607178
base,trend+seasonal,False,False,54,1146.8740000000003,0.8290788013318535,154.0,538.3,5.133333333333334,1.0,0,1146.8740000000003,0.8290788013318535,154.0,89.71666666666667,5.133333333333334,1.0,1.3319909572601318
base,trend+seasonal,False,False,55,1168.198,0.8373893805309734,147.0,536.4666666666667,4.9,1.0,0,1168.198,0.8373893805309734,147.0,89.41111111111111,4.9,1.0,1.330948829650879
base,trend+seasonal,False,False,56,1219.437,0.7845691382765532,215.0,521.0333333333333,7.166666666666667,1.0,0,1219.437,0.7845691382765532,215.0,86.83888888888889,7.166666666666667,1.0,1.3734359741210938
base,trend+seasonal,False,False,57,1158.1699999999998,0.7821576763485477,210.0,532.5666666666667,7.0,1.0,0,1158.1699999999998,0.7821576763485477,210.0,88.7611111111111,7.0,1.0,1.3473637104034424
base,trend+seasonal,False,False,58,1187.2619999999997,0.7820773930753564,214.0,526.4666666666667,7.133333333333334,1.0,0,1187.2619999999997,0.7820773930753564,214.0,87.74444444444444,7.133333333333334,1.0,1.3351809978485107
base,trend+seasonal,False,False,59,1115.8529999999998,0.8021857923497268,181.0,543.2333333333333,6.033333333333333,1.0,0,1115.8529999999998,0.8021857923497268,181.0,90.53888888888889,6.033333333333333,1.0,1.324796199798584
base,trend+seasonal,False,False,60,1147.8500000000001,0.80931744312026,176.0,530.3666666666667,5.866666666666666,1.0,0,1147.8500000000001,0.80931744312026,176.0,88.39444444444445,5.866666666666666,1.0,1.372230052947998
base,trend+seasonal,False,False,61,1147.388,0.7851153039832285,205.0,533.0333333333333,6.833333333333333,1.0,0,1147.388,0.7851153039832285,205.0,88.83888888888889,6.833333333333333,1.0,1.3288633823394775
